Line Rect: Rect(506.9800109863281, 752.280029296875, 507.4599914550781, 752.760009765625)
Line Rect: Rect(88.8239974975586, 752.760009765625, 89.30400085449219, 803.3999633789062)
Line Rect: Rect(88.8239974975586, 803.4000244140625, 89.30400085449219, 803.8800048828125)
Line Rect: Rect(88.8239974975586, 803.4000244140625, 89.30400085449219, 803.8800048828125)
Line Rect: Rect(89.30400085449219, 803.4000244140625, 193.24400329589844, 803.8800048828125)
Line Rect: Rect(193.25, 752.760009765625, 193.72999572753906, 803.3999633789062)
Line Rect: Rect(193.25, 803.4000244140625, 193.72999572753906, 803.8800048828125)
Line Rect: Rect(193.72999572753906, 803.4000244140625, 297.78997802734375, 803.8800048828125)
Line Rect: Rect(297.7900085449219, 752.760009765625, 298.27001953125, 803.3999633789062)
Line Rect: Rect(297.7900085449219, 803.4000244140625, 298.27001953125, 803.8800048828125)
Line Rect: Rect(298.2699890136719, 803.4000244140625, 402.42999267578125, 803.8800048828125)
Line Rect: Rect(402.42999267578125, 752.760009765625, 402.9100036621094, 803.3999633789062)
Line Rect: Rect(402.42999267578125, 803.4000244140625, 402.9100036621094, 803.8800048828125)
Line Rect: Rect(402.9100036621094, 803.4000244140625, 506.9700012207031, 803.8800048828125)
Line Rect: Rect(506.9800109863281, 752.760009765625, 507.4599914550781, 803.3999633789062)
Line Rect: Rect(506.9800109863281, 803.4000244140625, 507.4599914550781, 803.8800048828125)
Line Rect: Rect(506.9800109863281, 803.4000244140625, 507.4599914550781, 803.8800048828125)
Line Rect: Rect(393.0, 89.78997802734375, 522.25, 134.88995361328125)
